canonical_source_id,source_type,volume_count,occurrences,administrations,item_kinds,path_text,volumes
department-of-state-washington-d-c-bureau-of-intelligence-an-77dc6cee,unpublished,1,1,carter,container,"Department of State, Washington D.C. > Bureau of Intelligence and Research, Office of Analysis for the Commonwealth and Eastern Europe",frus1977-80v20
department-of-state-washington-d-c-bureau-of-intelligence-an-b0312196,unpublished,1,1,carter,source,"Department of State, Washington D.C. > Bureau of Intelligence and Research, Office of Analysis for the Commonwealth and Eastern Europe > Office Subject Files, 1953-1983, Lot 93D401",frus1977-80v20
department-of-state-washington-d-c-bureau-of-intelligence-an-5bf83fb0,unpublished,1,1,carter,source,"Department of State, Washington D.C. > Bureau of Intelligence and Research, Office of Analysis for the Commonwealth and Eastern Europe > Office Subject Files, 1958-1978, Lot 92D468",frus1977-80v20
department-of-state-washington-d-c-bureau-of-intelligence-an-c861f294,unpublished,1,1,carter,source,"Department of State, Washington D.C. > Bureau of Intelligence and Research, Office of Analysis for the Commonwealth and Eastern Europe > Office Subject Files, 1965-1980, Lot 92D412",frus1977-80v20
department-of-state-washington-d-c-bureau-of-intelligence-an-24611765,unpublished,1,1,carter,source,"Department of State, Washington D.C. > Bureau of Intelligence and Research, Office of Analysis for the Commonwealth and Eastern Europe > Office Subject Files, 1967-1985, Lot 92D404",frus1977-80v20
department-of-state-washington-d-c-central-intelligence-agen-4c92cf33,unpublished,1,1,carter,container,"Department of State, Washington D.C. > Central Intelligence Agency, Langley, Virginia",frus1977-80v20
department-of-state-washington-d-c-central-intelligence-agen-5e4e0b4a,unpublished,1,1,carter,container,"Department of State, Washington D.C. > Central Intelligence Agency, Langley, Virginia > Office of Support Services, Directorate of Intelligence",frus1977-80v20
department-of-state-washington-d-c-central-intelligence-agen-81e08b57,unpublished,1,1,carter,source,"Department of State, Washington D.C. > Central Intelligence Agency, Langley, Virginia > Office of Support Services, Directorate of Intelligence > Job 80T00634A, Production Case Files (1978)",frus1977-80v20
department-of-state-washington-d-c-central-intelligence-agen-6d5494bb,unpublished,1,1,carter,source,"Department of State, Washington D.C. > Central Intelligence Agency, Langley, Virginia > Office of Support Services, Directorate of Intelligence > Job 82T00150R, Production Case Files",frus1977-80v20
department-of-state-washington-d-c-central-intelligence-agen-e7bb7d2c,unpublished,1,1,carter,container,"Department of State, Washington D.C. > Central Intelligence Agency, Langley, Virginia > Office of the Director of Central Intelligence",frus1977-80v20
department-of-state-washington-d-c-central-intelligence-agen-38980d81,unpublished,1,1,carter,source,"Department of State, Washington D.C. > Central Intelligence Agency, Langley, Virginia > Office of the Director of Central Intelligence > Job 05S00620R",frus1977-80v20
department-of-state-washington-d-c-central-intelligence-agen-287b4eb9,unpublished,1,1,carter,source,"Department of State, Washington D.C. > Central Intelligence Agency, Langley, Virginia > Office of the Director of Central Intelligence > Job 80M01542R, Executive Registry Subject Files (1978)",frus1977-80v20
department-of-state-washington-d-c-central-intelligence-agen-bb5247e1,unpublished,1,1,carter,source,"Department of State, Washington D.C. > Central Intelligence Agency, Langley, Virginia > Office of the Director of Central Intelligence > Job 81B00112R, Subject Files",frus1977-80v20
department-of-state-washington-d-c-inr-il-historical-files-6cc51596,unpublished,1,1,carter,source,"Department of State, Washington D.C. > INR/IL Historical Files",frus1977-80v20
department-of-state-washington-d-c-jimmy-carter-presidential-70f54466,unpublished,1,1,carter,container,"Department of State, Washington D.C. > Jimmy Carter Presidential Library, Atlanta, Georgia",frus1977-80v20
department-of-state-washington-d-c-jimmy-carter-presidential-3199627e,unpublished,1,1,carter,source,"Department of State, Washington D.C. > Jimmy Carter Presidential Library, Atlanta, Georgia > Brzezinski Donated Material",frus1977-80v20
department-of-state-washington-d-c-jimmy-carter-presidential-3ae9e88c,unpublished,1,1,carter,container,"Department of State, Washington D.C. > Jimmy Carter Presidential Library, Atlanta, Georgia > Brzezinski Material",frus1977-80v20
department-of-state-washington-d-c-jimmy-carter-presidential-1c57fcbe,unpublished,1,1,carter,source,"Department of State, Washington D.C. > Jimmy Carter Presidential Library, Atlanta, Georgia > Brzezinski Material > Brzezinski Office File",frus1977-80v20
department-of-state-washington-d-c-jimmy-carter-presidential-bf52dba9,unpublished,1,1,carter,source,"Department of State, Washington D.C. > Jimmy Carter Presidential Library, Atlanta, Georgia > Brzezinski Material > Cables File",frus1977-80v20
department-of-state-washington-d-c-jimmy-carter-presidential-c402bb50,unpublished,1,1,carter,source,"Department of State, Washington D.C. > Jimmy Carter Presidential Library, Atlanta, Georgia > Brzezinski Material > General Odom File",frus1977-80v20
department-of-state-washington-d-c-jimmy-carter-presidential-fc42cfa8,unpublished,1,1,carter,source,"Department of State, Washington D.C. > Jimmy Carter Presidential Library, Atlanta, Georgia > Brzezinski Material > Name File",frus1977-80v20
department-of-state-washington-d-c-jimmy-carter-presidential-420279ae,unpublished,1,1,carter,source,"Department of State, Washington D.C. > Jimmy Carter Presidential Library, Atlanta, Georgia > Brzezinski Material > President’s CIA Daily Brief File",frus1977-80v20
department-of-state-washington-d-c-jimmy-carter-presidential-ef778316,unpublished,1,1,carter,source,"Department of State, Washington D.C. > Jimmy Carter Presidential Library, Atlanta, Georgia > Brzezinski Material > President’s Correspondence with Foreign Leaders File",frus1977-80v20
department-of-state-washington-d-c-jimmy-carter-presidential-b7f40308,unpublished,1,1,carter,source,"Department of State, Washington D.C. > Jimmy Carter Presidential Library, Atlanta, Georgia > Brzezinski Material > President’s Daily Report File",frus1977-80v20
department-of-state-washington-d-c-jimmy-carter-presidential-f02c8800,unpublished,1,1,carter,source,"Department of State, Washington D.C. > Jimmy Carter Presidential Library, Atlanta, Georgia > Brzezinski Material > Subject File",frus1977-80v20
department-of-state-washington-d-c-jimmy-carter-presidential-1d89b2f6,unpublished,1,1,carter,source,"Department of State, Washington D.C. > Jimmy Carter Presidential Library, Atlanta, Georgia > Brzezinski Material > Trip Files",frus1977-80v20
department-of-state-washington-d-c-jimmy-carter-presidential-e8204133,unpublished,1,1,carter,source,"Department of State, Washington D.C. > Jimmy Carter Presidential Library, Atlanta, Georgia > Brzezinski Material > VIP Visit File",frus1977-80v20
department-of-state-washington-d-c-jimmy-carter-presidential-6e6dd13c,unpublished,1,1,carter,source,"Department of State, Washington D.C. > Jimmy Carter Presidential Library, Atlanta, Georgia > National Security Affairs",frus1977-80v20
department-of-state-washington-d-c-jimmy-carter-presidential-1b90f311,unpublished,1,1,carter,container,"Department of State, Washington D.C. > Jimmy Carter Presidential Library, Atlanta, Georgia > National Security Council",frus1977-80v20
department-of-state-washington-d-c-jimmy-carter-presidential-d12a1dd5,unpublished,1,1,carter,source,"Department of State, Washington D.C. > Jimmy Carter Presidential Library, Atlanta, Georgia > National Security Council > Institutional Files",frus1977-80v20
department-of-state-washington-d-c-jimmy-carter-presidential-3db79d50,unpublished,1,1,carter,source,"Department of State, Washington D.C. > Jimmy Carter Presidential Library, Atlanta, Georgia > Plains File",frus1977-80v20
department-of-state-washington-d-c-jimmy-carter-presidential-94aaf6ff,unpublished,1,1,carter,container,"Department of State, Washington D.C. > Jimmy Carter Presidential Library, Atlanta, Georgia > Staff Material",frus1977-80v20
department-of-state-washington-d-c-jimmy-carter-presidential-d9dc65a2,unpublished,1,1,carter,source,"Department of State, Washington D.C. > Jimmy Carter Presidential Library, Atlanta, Georgia > Staff Material > Defense/Security Files",frus1977-80v20
department-of-state-washington-d-c-jimmy-carter-presidential-787c4095,unpublished,1,1,carter,source,"Department of State, Washington D.C. > Jimmy Carter Presidential Library, Atlanta, Georgia > Staff Material > Europe, USSR, and East/West",frus1977-80v20
department-of-state-washington-d-c-jimmy-carter-presidential-e261f87e,unpublished,1,1,carter,source,"Department of State, Washington D.C. > Jimmy Carter Presidential Library, Atlanta, Georgia > Staff Material > Global Issues",frus1977-80v20
department-of-state-washington-d-c-jimmy-carter-presidential-51e551ec,unpublished,1,1,carter,source,"Department of State, Washington D.C. > Jimmy Carter Presidential Library, Atlanta, Georgia > Staff Material > Horn-Special",frus1977-80v20
department-of-state-washington-d-c-jimmy-carter-presidential-4acb2fbb,unpublished,1,1,carter,source,"Department of State, Washington D.C. > Jimmy Carter Presidential Library, Atlanta, Georgia > Staff Material > International Economics",frus1977-80v20
department-of-state-washington-d-c-jimmy-carter-presidential-64b090ca,unpublished,1,1,carter,source,"Department of State, Washington D.C. > Jimmy Carter Presidential Library, Atlanta, Georgia > Staff Material > Office File",frus1977-80v20
department-of-state-washington-d-c-jimmy-carter-presidential-8971d8cc,unpublished,1,1,carter,source,"Department of State, Washington D.C. > Jimmy Carter Presidential Library, Atlanta, Georgia > Staff Material > Staff Secretary File",frus1977-80v20
department-of-state-washington-d-c-national-archives-and-rec-2b380c3f,unpublished,1,1,carter,container,"Department of State, Washington D.C. > National Archives and Records Administration, College Park, Maryland",frus1977-80v20
department-of-state-washington-d-c-national-archives-and-rec-a53a6f97,unpublished,1,1,carter,container,"Department of State, Washington D.C. > National Archives and Records Administration, College Park, Maryland > Record Group 59, Files of the Department of State",frus1977-80v20
department-of-state-washington-d-c-national-archives-and-rec-6945a89b,unpublished,1,1,carter,source,"Department of State, Washington D.C. > National Archives and Records Administration, College Park, Maryland > Record Group 59, Files of the Department of State > Central Foreign Policy File",frus1977-80v20
department-of-state-washington-d-c-national-security-council-f18e8d8e,unpublished,1,1,carter,container,"Department of State, Washington D.C. > National Security Council, Washington D.C.",frus1977-80v20
department-of-state-washington-d-c-national-security-council-b16b8cd5,unpublished,1,1,carter,container,"Department of State, Washington D.C. > National Security Council, Washington D.C. > Carter Administration Intelligence Files",frus1977-80v20
department-of-state-washington-d-c-national-security-council-deb88b3c,unpublished,1,1,carter,source,"Department of State, Washington D.C. > National Security Council, Washington D.C. > Carter Administration Intelligence Files > Subject Files",frus1977-80v20
department-of-state-washington-d-c-office-of-the-assistant-l-57c10879,unpublished,1,1,carter,container,"Department of State, Washington D.C. > Office of the Assistant Legal Adviser for European Affairs",frus1977-80v20
department-of-state-washington-d-c-office-of-the-assistant-l-eea5d59a,unpublished,1,1,carter,source,"Department of State, Washington D.C. > Office of the Assistant Legal Adviser for European Affairs > Country Files, 1940-1986, Lot 89D336",frus1977-80v20
department-of-state-washington-d-c-office-of-the-secretariat-82add1c3,unpublished,1,1,carter,source,"Department of State, Washington D.C. > Office of the Secretariat Staff > 1979 Briefing, Fact Sheets, Visit, and Conference Books for the Secretary, Deputy Secretary, and other Senior Officials, Lot 80D110",frus1977-80v16
department-of-state-washington-d-c-office-of-the-secretariat-217bc575,unpublished,1,1,carter,source,"Department of State, Washington D.C. > Office of the Secretariat Staff > Ambassador at Large and Special Representative of the President for Nonproliferation Matters (S/AS), Gerard C. Smith, 1977-1980, Lot 81D287",frus1977-80v20
department-of-state-washington-d-c-office-of-the-secretariat-e2ff2283,unpublished,1,1,carter,source,"Department of State, Washington D.C. > Office of the Secretariat Staff > Lawrence S. Eagleburger, Under Secretary of State for Political Affairs, Ambassador to Yugoslavia, Under Secretary of State for Management (1967-1984), Lot 84D204",frus1977-80v20
department-of-state-washington-d-c-office-of-the-secretariat-d9a14373,unpublished,1,1,carter,source,"Department of State, Washington D.C. > Office of the Secretariat Staff > Mr. Matthew Nimetz, Counselor of the Department of State, Under Secretary of State for Security Assistance, Science, and Technology, January 1977 thru December 1980, Lot 81D85",frus1977-80v20
department-of-state-washington-d-c-office-of-the-secretariat-915a7a42,unpublished,1,1,carter,source,"Department of State, Washington D.C. > Office of the Secretariat Staff > Official Working Papers, S/P Director Anthony Lake, 1977-Jan 1981, Lot 82D298",frus1977-80v20
department-of-state-washington-d-c-office-of-the-secretariat-5a1e1f49,unpublished,1,1,carter,source,"Department of State, Washington D.C. > Office of the Secretariat Staff > Records of the Office of the Deputy Secretary, Warren Christopher, Lot 81D113",frus1977-80v20
department-of-state-washington-d-c-office-of-the-secretariat-2e235ba6,unpublished,1,1,carter,source,"Department of State, Washington D.C. > Office of the Secretariat Staff > S/S Memoranda for 1979, Lot 81D117",frus1977-80v20
department-of-state-washington-d-c-office-of-the-under-secre-15b6d437,unpublished,1,1,carter,container,"Department of State, Washington D.C. > Office of the Under Secretary for Security Assistance, Science, and Technology",frus1977-80v20
department-of-state-washington-d-c-office-of-the-under-secre-24de1052,unpublished,1,1,carter,source,"Department of State, Washington D.C. > Office of the Under Secretary for Security Assistance, Science, and Technology > Chron Files, Speeches, and Papers of Lucy W. Benson (1979) and Matthew Nimetz (1980), Lot 81D321",frus1977-80v20
department-of-state-washington-d-c-bureau-of-intelligence-an-a7398c7e,unpublished,1,1,carter,container,"Department of State, Washington, D.C. > Bureau of Intelligence and Research",frus1977-80v11p1
department-of-state-washington-d-c-bureau-of-intelligence-an-61794731,unpublished,1,1,carter,source,"Department of State, Washington, D.C. > Bureau of Intelligence and Research > Papers of Stephen Grummon",frus1977-80v11p1
department-of-state-washington-d-c-bureau-of-intelligence-an-891e1ab7,unpublished,1,1,carter,source,"Department of State, Washington, D.C. > Bureau of Intelligence and Research Historical Files (INR/IL)",frus1977-80v12
department-of-state-washington-d-c-central-foreign-policy-fi-e08ea798,unpublished,1,1,reagan,source,"Department of State, Washington, D.C. > Central Foreign Policy File",frus1981-88v11
department-of-state-washington-d-c-executive-secretariat-es-58905a4c,unpublished,1,1,carter,container,"Department of State, Washington, D.C. > Executive Secretariat (ES)",frus1977-80v12
department-of-state-washington-d-c-executive-secretariat-es-764ef8fa,unpublished,1,1,carter,source,"Department of State, Washington, D.C. > Executive Secretariat (ES) > Sensitive and Super Sensitive File, 1979-1983, Lot 96D262",frus1977-80v12
department-of-state-washington-d-c-executive-secretariat-es-2b515045,unpublished,1,1,carter,source,"Department of State, Washington, D.C. > Executive Secretariat (ES) > Special Caption Documents, 1979-1989, Lot 92D630",frus1977-80v12
department-of-state-washington-d-c-inr-il-historical-files-f-2a81120d,unpublished,1,1,carter,source,"Department of State, Washington, D.C. > INR/IL Historical Files. Files of the Office of Intelligence Coordination contain records from the 1940s through the 1980s and are maintained by the Office of Intelligence Liaison, Bureau of Intelligence and Research. > Covert Action 1980",frus1977-80v11p1
department-of-state-washington-d-c-inr-il-historical-files-f-d9874f35,unpublished,1,1,carter,source,"Department of State, Washington, D.C. > INR/IL Historical Files. Files of the Office of Intelligence Coordination contain records from the 1940s through the 1980s and are maintained by the Office of Intelligence Liaison, Bureau of Intelligence and Research. > Iran 1980",frus1977-80v11p1
department-of-state-washington-d-c-inr-il-historical-files-f-8d1c39df,unpublished,1,1,carter,source,"Department of State, Washington, D.C. > INR/IL Historical Files. Files of the Office of Intelligence Coordination, containing records from the 1940s through the 1980s, maintained by the Office of Intelligence Liaison, Bureau of Intelligence and Research",frus1977-80v29
department-of-state-washington-d-c-lot-00d471-eur-files-eur-f97fdd3f,unpublished,1,1,reagan,source,"Department of State, Washington, D.C. > Lot 00D471: EUR Files, EUR/RUS Special Collection",frus1981-88v01
department-of-state-washington-d-c-lot-01d127-bureau-of-arms-a6e03354,unpublished,1,1,reagan,source,"Department of State, Washington, D.C. > Lot 01D127: Bureau of Arms Control and Disarmament Records, 1969-1990 Subject Records of James P. Timbie",frus1981-88v44p1
department-of-state-washington-d-c-lot-01d127-department-of-8204c55e,unpublished,1,1,bush-ghw,source,"Department of State, Washington, D.C. > Lot 01D127: Department of State, Office of the Under Secretary for Arms Control, International Security Affairs, 1969-1990 Subject Record of James P. Timbie",frus1989-92v31
department-of-state-washington-d-c-lot-02d360-department-of-62676853,unpublished,1,1,bush-ghw,source,"Department of State, Washington, D.C. > Lot 02D360: Department of State, Bureau of Arms Control, Edward M. Ifft Files",frus1989-92v31
department-of-state-washington-d-c-lot-03d102-executive-secr-0ceecae3,unpublished,1,1,bush-ghw,source,"Department of State, Washington, D.C. > Lot 03D102: Executive Secretariat, S/P Files, Subject Files of Policy Planning Staff (S/P): Dennis B. Ross, Director from 1989-1992 and Office of the Special Middle East Coordinator (S/SMEC): Dennis B. Ross, Special Middle East Coordinator from 1993-December 2000",frus1989-92v31
department-of-state-washington-d-c-lot-05d259-department-of-3cca51f2,unpublished,1,1,bush-ghw,source,"Department of State, Washington, D.C. > Lot 05D259: Department of State, Office of the Under Secretary for Arms Control, International Security Affairs, Records of James Timbie",frus1989-92v31
department-of-state-washington-d-c-lot-06d436-department-of-7025a2d1,unpublished,1,1,bush-ghw,source,"Department of State, Washington, D.C. > Lot 06D436: Department of State, Verification, Compliance and Implementation, Verification, Compliance and Implementation Subject Files, 1983-2005",frus1989-92v31
department-of-state-washington-d-c-lot-84d204-p-files-subjec-64fabbb5,unpublished,1,1,reagan,source,"Department of State, Washington, D.C. > Lot 84D204: P Files, Subject File-Lawrence Eagleburger Files",frus1981-88v01
department-of-state-washington-d-c-lot-85d308-d-files-deputy-ecb17076,unpublished,1,1,reagan,source,"Department of State, Washington, D.C. > Lot 85D308: D Files, Deputy Secretary Dam’s Official Files",frus1981-88v01
department-of-state-washington-d-c-lot-85d308-executive-secr-0b9c923d,unpublished,1,1,reagan,source,"Department of State, Washington, D.C. > Lot 85D308: Executive Secretariat, S/S-I Records, Deputy Secretary Dam’s Official Files",frus1981-88v44p1
department-of-state-washington-d-c-lot-87d327-executive-secr-fcce4c40,unpublished,1,1,reagan,source,"Department of State, Washington, D.C. > Lot 87D327: Executive Secretariat, S/S Files, Secretary Haig Memcons and Whitehead Briefing",frus1981-88v01
department-of-state-washington-d-c-lot-89d056-s-records-reco-d525f3c2,unpublished,1,1,reagan,source,"Department of State, Washington, D.C. > Lot 89D056: S Records, Records of Counselor Max Kampelman",frus1981-88v44p1
department-of-state-washington-d-c-lot-89d149-executive-secr-7c96582d,unpublished,1,1,reagan,source,"Department of State, Washington, D.C. > Lot 89D149: Executive Secretariat, S/P Records, Memoranda and Correspondence From the Director of the Policy Planning Staff to the Secretary and other Seventh Floor Principals",frus1981-88v44p1
department-of-state-washington-d-c-lot-89d149-policy-plannin-bbb14157,unpublished,1,1,bush-ghw,source,"Department of State, Washington, D.C. > Lot 89D149: Policy Planning Staff, Memoranda/Correspondence from the Director of the Policy Planning Staff to the Secretary and Other Seventh Floor Principals",frus1989-92v31
department-of-state-washington-d-c-lot-89d149-s-p-files-memo-59b39f00,unpublished,1,1,reagan,source,"Department of State, Washington, D.C. > Lot 89D149: S/P Files, Memoranda/Correspondence From the Director of the Policy Planning Staff to the Secretary and Other Seventh Floor Principals",frus1981-88v01
department-of-state-washington-d-c-lot-89d156-executive-secr-eb47d42b,unpublished,1,1,reagan,source,"Department of State, Washington, D.C. > Lot 89D156: Executive Secretariat, S/S Files, 1986 Official Office Files, Action/Briefing/Information/Through Memoranda/Chron Files/Memoranda to the Secretary Handled by Under Secretary Allen Wallis, (E) Economic Affairs",frus1981-88v01
department-of-state-washington-d-c-lot-89d250-a-files-faim-i-39eb9d2f,unpublished,1,1,reagan,source,"Department of State, Washington, D.C. > Lot 89D250: A Files, FAIM/IS Files, Miscellaneous Papers Screened From the Subject Files of Secretary Shultz and his Assistant Charles Hill Upon the Secretary’s Resignation on January 20, 1989",frus1981-88v01
department-of-state-washington-d-c-lot-89d250-executive-secr-fbb8a736,unpublished,1,1,bush-ghw,source,"Department of State, Washington, D.C. > Lot 89D250: Executive Secretariat, FAIM/IS Files, Miscellaneous Papers Screened from the Subject Files of Secretary Shultz and his Assistant Charles Hill Upon the Secretary’s Resignation on January 20, 1989",frus1989-92v31
department-of-state-washington-d-c-lot-89d378-e-files-under-05c7fae6,unpublished,1,1,reagan,source,"Department of State, Washington, D.C. > Lot 89D378: E Files, Under Secretary of State for Economic Affairs W. Allen Wallis, Chrons; Memo to the Secretary/Staff and Departmental/Other Agencies; Memos to the Files; White House Correspondence, 1981-1987",frus1981-88v01
department-of-state-washington-d-c-lot-90d397-ambassador-nit-53406a8a,unpublished,1,1,reagan,source,"Department of State, Washington, D.C. > Lot 90D397: Ambassador Nitze’s Personal Files 1953, 1972-1989",frus1981-88v44p1
department-of-state-washington-d-c-lot-91d257-s-s-irm-specia-bedfd399,unpublished,1,1,reagan,source,"Department of State, Washington, D.C. > Lot 91D257: S/S-IRM Special Caption Files, Top Secret/Secret Sensitive Memorandum",frus1981-88v44p1
department-of-state-washington-d-c-lot-91d490-office-of-the-69f56fc6,unpublished,1,1,bush-ghw,source,"Department of State, Washington, D.C. > Lot 91D490: Office of the Under Secretary of State for Political Affairs (P), Robert M. Kimmitt-Under Secretary of State for Political Affairs (P) Special and Chron Files from January 1989-July 1991",frus1989-92v31
department-of-state-washington-d-c-lot-92d52-executive-secre-e4d92c15,unpublished,1,1,reagan,source,"Department of State, Washington, D.C. > Lot 92D52: Executive Secretariat, S/S Files, Executive Secretariat (ES) Sensitive and Super Sensitive Documents, 1 January 1984-21 January 1989",frus1981-88v01
department-of-state-washington-d-c-lot-92d52-executive-secre-7ae3203e,unpublished,1,1,reagan,source,"Department of State, Washington, D.C. > Lot 92D52: Executive Secretariat, S/S Files, Executive Secretariat Sensitive (ES) and Super Sensitive Documents, 1984-1989",frus1981-88v44p1
department-of-state-washington-d-c-lot-92d630-executive-secr-286d4de3,unpublished,1,1,reagan,source,"Department of State, Washington, D.C. > Lot 92D630: Executive Secretariat, S/S Files, The Executive Secretariat’s Special Caption Documents",frus1981-88v01
department-of-state-washington-d-c-lot-92d630-executive-secr-ff03e89d,unpublished,1,1,reagan,source,"Department of State, Washington, D.C. > Lot 92D630: Executive Secretariat, S/S-IRM Records, The Executive Secretariat’s Special Caption Documents",frus1981-88v44p1
department-of-state-washington-d-c-lot-93d187-department-of-aaa6ac28,unpublished,1,1,bush-ghw,source,"Department of State, Washington, D.C. > Lot 93D187: Department of State, Executive Secretariat, S/S-IRM Records, Secretary James A. Baker III’s Classified Papers, January 1989-August 1992",frus1989-92v31
department-of-state-washington-d-c-lot-93d188-executive-secr-879b7675,unpublished,1,1,reagan,source,"Department of State, Washington, D.C. > Lot 93D188: Executive Secretariat, S/S Records, Memoranda of Conversations Pertaining to United States and USSR Relations, 1981-1990",frus1981-88v44p1
department-of-state-washington-d-c-lot-93d396-office-of-the-d109737e,unpublished,1,1,bush-ghw,source,"Department of State, Washington, D.C. > Lot 93D396: Office of the Under Secretary for Political Affairs (P), Files for Under Secretary for Political Affairs Arnold Kanter (P), October 1991-January 1993",frus1989-92v31
department-of-state-washington-d-c-lot-93d519-executive-secr-27823b72,unpublished,1,1,bush-ghw,source,"Department of State, Washington, D.C. > Lot 93D519: Executive Secretariat, S/P Files, Dennis Ross, Director of Policy Planning Staff (S/P) Correspondence Files; S/P Chron Files-January 1989-January 1993",frus1989-92v31
department-of-state-washington-d-c-lot-94d092-executive-secr-c0a4d11e,unpublished,1,1,reagan,source,"Department of State, Washington, D.C. > Lot 94D092: Executive Secretariat, S/S Records, 1985 Nodis and Exdis Secretariat Memorandums",frus1981-88v44p1
department-of-state-washington-d-c-lot-94d093-executive-secr-aeb709a0,unpublished,1,1,reagan,source,"Department of State, Washington, D.C. > Lot 94D093: Executive Secretariat, S/S Records, 1986 Nodis and Exdis Secretariat Memorandums",frus1981-88v44p1
department-of-state-washington-d-c-lot-94d432-executive-secr-a41929af,unpublished,1,1,reagan,source,"Department of State, Washington, D.C. > Lot 94D432: Executive Secretariat, S/S Records, 1987 NODIS and EXDIS MEMORANDUMS",frus1981-88v44p1
department-of-state-washington-d-c-lot-94d433-executive-secr-1bc50b3e,unpublished,1,1,reagan,source,"Department of State, Washington, D.C. > Lot 94D433: Executive Secretariat, S/S Records, 1988 NODIS and EXDIS Memorandums",frus1981-88v44p1
department-of-state-washington-d-c-lot-94d589-office-of-the-fbce509b,unpublished,1,1,bush-ghw,source,"Department of State, Washington, D.C. > Lot 94D589: Office of the Counselor, Official Records of Robert B. Zoellick-Counselor of the Department of State-“C” (January 20, 1989-August 22, 1992), Correspondence, Chron, Appointment, Miscellaneous, and Transition Records",frus1989-92v31
department-of-state-washington-d-c-lot-95d335-office-of-the-4aff3e07,unpublished,1,1,bush-ghw,source,"Department of State, Washington, D.C. > Lot 95D335: Office of the Deputy Secretary of State, Lawrence S. Eagleburger, Deputy Secretary (D); the Acting Secretary; and the Secretary of State (S) Chron Files-1989-93; Correspondence Records, D Official Chron Records",frus1989-92v31
department-of-state-washington-d-c-lot-96d234-office-of-the-29aa7edd,unpublished,1,1,bush-ghw,source,"Department of State, Washington, D.C. > Lot 96D234: Office of the Secretary of State, Office of Secretary Eagleburger, Chron & Subject File",frus1989-92v31
department-of-state-washington-d-c-lot-96d258-office-of-the-a2ab3b6d,unpublished,1,1,bush-ghw,source,"Department of State, Washington, D.C. > Lot 96D258: Office of the Secretary of State, New Files for J. Baker Memoirs; Subject File for Secretary J. Baker",frus1989-92v31
department-of-state-washington-d-c-lot-96d262-executive-secr-ef4f6579,unpublished,1,1,reagan,source,"Department of State, Washington, D.C. > Lot 96D262: Executive Secretariat, S/S Records, S/S Special Handling Restriction Memos, 1979-1983",frus1981-88v01
department-of-state-washington-d-c-lot-96d277-office-of-the-93851de5,unpublished,1,1,bush-ghw,source,"Department of State, Washington, D.C. > Lot 96D277: Office of the Secretary of State, Baker’s Subject Files 1990-1994",frus1989-92v31
department-of-state-washington-d-c-lot-96d484-bureau-of-econ-77973863,unpublished,1,1,bush-ghw,source,"Department of State, Washington, D.C. > Lot 96D484: Bureau of Economic and Agricultural Affairs, Robert B. Zoellick, Under Secretary for Economic & Agricultural Affairs (E), Subject and Country Records of “E”",frus1989-92v31
department-of-state-washington-d-c-lot-98d550-executive-secr-63e720cd,unpublished,1,1,bush-ghw,source,"Department of State, Washington, D.C. > Lot 98D550: Executive Secretariat, S/S Files, Secretariat Memorandums, 1990 and 1991 Special Handling Restrictions (Captions) Memorandums",frus1989-92v31
department-of-state-washington-d-c-lot-99d344-department-of-56606303,unpublished,1,1,bush-ghw,source,"Department of State, Washington, D.C. > Lot 99D344: Department of State, Bureau of European Affairs, Office of Russian Affairs, Russia Desk Files",frus1989-92v31
department-of-state-washington-d-c-lot-files-0f81fffd,unpublished,1,1,reagan,container,"Department of State, Washington, D.C. > Lot Files",frus1981-88v11
department-of-state-washington-d-c-lot-files-lot-01d127-bure-4dab2d8b,unpublished,1,1,reagan,source,"Department of State, Washington, D.C. > Lot Files > Lot 01D127; Bureau of Arms Control and Disarmament, 1969-1980 Subject Records of James P. Timbie",frus1981-88v11
department-of-state-washington-d-c-lot-files-lot-06d436-veri-ecf861a8,unpublished,1,1,reagan,source,"Department of State, Washington, D.C. > Lot Files > Lot 06D436, Verification, Compliance and Implementation, Subject Files, 1983-2005",frus1981-88v11
department-of-state-washington-d-c-lot-files-lot-16d0355-jam-fcaa8753,unpublished,1,1,reagan,source,"Department of State, Washington, D.C. > Lot Files > Lot 16D0355, James Timbie Files",frus1981-88v11
department-of-state-washington-d-c-lot-files-lot-82d307-exec-aedc7f62,unpublished,1,1,reagan,source,"Department of State, Washington, D.C. > Lot Files > Lot 82D307; Executive Secretariat, S/S Records, Walter Stoessel Files",frus1981-88v11
department-of-state-washington-d-c-lot-files-lot-85d308-exec-121f8df8,unpublished,1,1,reagan,source,"Department of State, Washington, D.C. > Lot Files > Lot 85D308; Executive Secretatriat, S/S-I Records: Deputy Secretary Dam’s Official Files",frus1981-88v11
department-of-state-washington-d-c-lot-files-lot-89d149-exec-7c1c04a9,unpublished,1,1,reagan,source,"Department of State, Washington, D.C. > Lot Files > Lot 89D149; Executive Secretariat, S/S Records, Memoranda/Correspondence From the Director of Policy Planning to the Secretary and other Principals, January 1981-January 1989",frus1981-88v11
department-of-state-washington-d-c-lot-files-lot-89d56-c-max-ab5eeef7,unpublished,1,1,reagan,source,"Department of State, Washington, D.C. > Lot Files > Lot 89D56; C. Max Kampelman Files",frus1981-88v11
